Attribute,Const,analyzing data or information,thinking creatively,active learning,complex problem solving,mathematical reasoning,flexibility of closure,written expression,speaking,interpreting the meaning of information for others,establishing and maintaining interpersonal relationships,negotiation,coordination,updating and using relevant knowledge,integrity,initiative,self control,achievement/effort,independence,leadership,provide consultation and advice to others,training and teaching others,"organizing, planning, and prioritizing work",coordinating the work and activities of others,time management
"monitor processes, materials, or surroundings",1.1491304260761832,0.1306028275925266,-0.13062027104506985,-0.27431068731936376,0.24966437117320975,-0.1317243416864029,0.5161088176605984,-0.18950561150447232,0.14634272682537539,-0.08722905115880905,-0.06822745211026562,-0.024915446852066998,0.045545744927758036,0.2376656949689487,-0.019263997478411888,-0.11294535404666256,0.11330795787196014,-0.1748611997233396,-0.04841411981356801,0.1583540346666494,-0.05073122412706635,0.12213731165076992,0.18291907547677858,0.10887288225221733,0.009385224300980002
monitoring,0.3705341912294715,-0.023781875034121946,-0.07285412616171424,0.11610715340092712,0.17039543109817154,-0.0592817095808637,0.17139640388419597,0.0168436649530795,0.1667963438916007,-0.06659544779379076,-0.08940648503879384,-0.027665700568851082,0.19857009943693935,-0.04995011183451546,-0.03424828659525835,-0.005567303531079517,0.09187619601015874,-0.006024269000090436,-0.03367050489687839,0.0828385529790643,0.03682502618210393,0.14565245467031587,0.04442632576720865,-0.05907471329276534,0.2094219753445618
monitoring and controlling resources,-0.5850375024260233,0.07261511707685753,-0.04089061720205819,-0.238475426209149,0.009665151756721823,0.04871076381633742,0.10260472906730575,-0.13972560427349645,0.1637081892625694,-0.15499942618192558,0.045361208461387595,0.10511459253812008,0.08205984088664742,0.2625044707584244,0.24238210592034654,-0.045393985535977094,-0.36541721110290637,-0.19994222124104716,0.10067515312780641,0.25273484015731323,0.0608077114755755,-0.02934448658141161,-0.03835890277235725,0.5893214366858921,0.0961897119428871
multilimb coordination,1.7611352391817827,-0.2842662432863944,-0.13348910610256223,-0.0525938348778819,-0.19206776011776802,-0.13140886043017364,0.7603119277582887,-0.4801696986982918,0.22919488531127866,-0.2446294484774909,0.08583516966390362,-0.37102157542389436,0.1502200493067076,0.4573007140976212,0.14731165169249993,-0.14330975444928684,-0.07574327970299422,-0.14548725012336838,0.17349047036589943,0.075186130052486,-0.12323590794858638,-0.00380267622662521,-0.2377034863534676,0.2515886421628866,0.3366362955641857
near vision,2.567422660876543,0.006403722269425827,-0.0143030038652594,0.047576589143486364,0.06418600766818597,0.004577993953233189,0.17542483140607495,0.05344300910577547,0.0983477787946308,-0.03488813601405586,-0.0897585049554395,-0.1212030646918915,-0.07324887614118772,0.1410162339825835,-0.06068008763975965,-0.02456571996510593,0.06440046446143832,0.08793453784431918,-0.0829155359859551,-0.017590019707100495,-0.007199685235115778,-0.07046819115984729,-0.0086595394039422,0.08024919559193229,0.09097857915338572
night vision,1.26436882238876,-0.0819306895803472,-0.05975855997042545,-0.1366552540632261,-0.02937439238763721,0.007186294365539546,0.21219004350553183,-0.15694532906712408,0.15207724635789763,0.08631285406476445,-0.09422294028940162,0.06208453083142133,0.06539084397103329,0.013197032239072183,0.06269110502731158,-0.12394701310858017,-0.15554727382996528,-0.047293253563166854,0.04212857908032874,0.08866253153843745,-0.07749726759479982,0.03037568997800954,0.16532450293428208,-0.0379051186198561,0.03132294609765802
number facility,0.40472441796919156,0.05776377156726674,-0.007483061392242862,0.013047736892133552,-0.012641808338577962,0.8034182228309968,0.02185214521915077,-0.09511140003692584,-0.05319020841508921,0.018962178791476825,0.05261628937024587,-0.024885736638065453,0.061281876062352005,-0.047559809359054794,0.07830529490215114,-0.044799979434895436,0.019367865222901987,0.005008623563987326,-0.06732299050653182,0.029932671003670475,-0.04053258863543266,-0.02546152972886693,0.015236276397731346,0.002917307763810436,0.051099861023980495
"operating vehicles, mechanized devices, or equipment",2.2919499368130074,-0.060385138599443326,-0.15315988893400434,-0.3834232612384242,-0.03642157214129485,-0.02516130745066391,0.4733033031414435,-0.3290657680077619,0.40336413678041616,-0.03597539885652426,-0.19181891330734463,0.14277517274700735,-0.06920803659261804,-0.01926587761382592,0.08630470831172314,-0.03682407306229671,-0.29222357129677884,-0.47459682412908993,0.14446968740366772,0.2354132135475449,-0.13282713588442288,0.07612471079508835,0.3734003265004302,0.11474984885706792,0.19755923862198405
operation and control,4.474709835805923,-0.13166688372585306,-0.15969931750654476,-0.22990803881925653,0.22204538580754485,-0.07142162113413522,0.5813119092200517,-0.557581723581531,0.2026484495448144,-0.24654337588982086,-0.3782777491437505,-0.1085780715743469,0.026275353088290883,0.4344415331163947,-0.04487237918771422,0.026382016349978596,-0.11450779623947208,-0.3033789316322665,-0.2134767141482528,0.10896247691159339,-0.11383226360664404,0.08158097016264015,0.04782499344659244,0.12186571899033592,0.23880479552336442
operation monitoring,4.664483853889964,-0.07204159393964997,-0.1428581596858597,-0.33937420819102515,0.40722076766188264,-0.06627674698474698,0.6235446318325575,-0.3875580249962153,-0.06417026593224688,-0.160449626334781,-0.31477416581023915,-0.10502071929597945,-0.16014904619379428,0.3036812314801205,-0.09066671010245718,0.04621356814799902,-0.03018799253681889,-0.2939990190092121,-0.28600433997987434,0.10473281234060347,-0.03831178015160769,0.09685661553764369,0.08021423310245072,0.07978135091897347,0.34360037011320765
operations analysis,1.6125663678373234,-0.12657563834349153,0.2545415823395347,-0.017062631876284068,0.6918796248410776,0.09626418944980564,-0.07165345083752225,-0.2737981687580352,0.37008321071106987,-0.14500720771701892,-0.13504283720512442,-0.2026610452045773,0.031891984974763476,0.20476362610933535,0.0023203392509907198,0.03332439869414502,-0.09720939649450702,-0.0403503122917796,-0.3423662855565678,-0.10623588404065361,0.127416114034265,-0.08504133790625615,-0.023275196486454024,0.1561069139558603,-0.03360777029330966
oral comprehension,1.8629674292822527,-0.018793338800945546,0.020850125143256595,0.042067823683836075,0.07873443176469086,-0.041108906840306055,0.021848239243805908,0.21516922281549294,0.06751371556312208,0.008531691231302872,0.0739949962256395,0.022608970179422597,0.06990716292040464,0.06274537010968384,0.04899872627457125,-0.11315336050351463,0.065357664522726,0.059172389978666334,-0.00559937752100305,-0.01577947980123678,0.008582759061052558,-0.037813112591052994,-0.09835900181396647,-0.022756241072017507,0.06407707098431037
oral expression,0.9413754294195198,-0.06144519637690456,0.020887184847472387,0.007732256356639785,-0.04345302019504716,0.008590585421117666,-0.024577794581631042,0.1873410010777919,0.40677820034103807,0.07454108394787047,0.03989189054995656,0.02200571374966186,-0.019375825947145008,0.03433727231290951,0.013363969795389254,-0.05446376473687136,0.02337632484524038,0.0723097315429901,0.001419928765526359,0.05082320702295345,-0.012594532690843947,0.03176995238009494,-0.06451388026416752,-0.052607221646497324,0.147771036611328
originality,0.14458898665700204,-0.0994654073365538,0.34884863894128915,0.14918033178808238,0.0734671671106726,0.03623523613242155,0.21502355635778098,0.15583810205029514,-0.030510730950009755,-0.015164540958952102,0.12653929073239906,0.020743170701961154,0.16679848914603773,-0.12392005960297267,-0.10157461479581711,0.12912081577539747,-0.05631868843519537,0.052575806136777835,-0.09179516083141015,-0.11531758143212306,0.024227393840185518,-0.03933879432219087,-0.014955979772733687,0.014626104110744914,0.11549732461939761
"outdoors, exposed to weather",2.9185429503407514,-0.145250694291425,0.04454971242193853,-0.5121534519580504,-0.18876440420168158,0.014076047441094225,0.5688339225181616,-0.07801367602466126,0.5027151698328116,0.15791401262593674,-0.32332895623018304,0.32513662417738504,-0.19008402650778694,-0.40495534726194826,0.3622163806018771,-0.04178460214188158,-0.5925875665833444,-0.6402333283488498,0.05888066116868422,0.46738014713758647,-0.20472133484317423,0.03218807882383455,0.32886924177916976,0.1982746267385185,0.17728436946571907
"outdoors, under cover",2.595832077879499,-0.15393127963168257,0.10440909900825732,-0.3284738173795897,-0.04640060266170137,0.024075466720872477,0.41536920618132184,0.03916051672814115,0.16822174353368916,0.1950673668913268,-0.25766674002386447,0.2293880864985261,-0.18873511682122057,-0.2861342811422565,0.22528179645307925,0.1415525750475082,-0.3010134453085907,-0.47109131324662606,-0.20575851073892448,0.29642238512893926,-0.10636517421073637,0.06340789475119725,0.13576361446438828,0.11311192344608399,0.07580049125499046
pace determined by speed of equipment,3.6934526255095834,0.09536735371536356,-0.19113658560771796,-0.1129546947130842,-0.11708516693196946,-0.008151615938461212,0.28610777819342753,-0.22943990792090696,-0.01189568439154663,-0.06654151888524555,-0.17716818912435045,0.00458814566189825,-0.16072254189172536,0.009522231159321687,-0.30788027708406107,0.046093655103003874,0.0729919341526014,0.007273607520247496,-0.14018434633422508,0.11403873232834412,-0.07756755106082647,0.08553798375000085,-0.02875312714470698,0.13015217823402545,0.30754370738840264
perceptual speed,1.056556426051806,-0.041149479154347614,-0.059928975202933,-0.04878882192199713,0.047306911691686326,0.09951802438670783,0.66805658939015,-0.12844911490264949,-0.13336913887301327,0.004241062648968216,-0.03461777619784355,-0.015313314567228915,0.07759215277926053,0.1419516072805408,0.005273534639059644,0.0016057977949218054,0.08283398950517946,-0.010108345827533241,-0.11169700614740329,0.02990551586651341,-0.031167792197685597,-0.0051257949134463745,-0.012138297422693189,-0.005458945429200035,0.09425423124991711
performing administrative activities,0.2830798373312211,-0.11539786409940735,-0.16827699513834377,0.058513738164766904,-0.14375342491258586,-0.07240637249726148,0.08512550073049076,0.1706205202411871,0.10183628084355033,-0.1032414085762551,0.16396026536791375,0.22221244030091802,-0.024492504262342812,0.07406361007924159,0.1531179285798192,-0.09828928485719121,0.030633648805270638,-0.21640943567676305,0.2376356307760589,-0.01192434525513784,0.0644096299700088,0.05088289881038475,0.2635922105663853,0.22738014801986528,-0.21889224724049738
performing for or working directly with the public,-4.033850540643558,-0.4385337379883135,-0.08552646224955181,0.023305999622357083,-0.016311141634921828,-0.21101446809337673,0.16164382597450094,-0.04696387554158522,0.39285315137612,0.18119900464859928,0.4848740025931636,0.07276001815577311,0.226014020717725,0.6177569198483055,0.29073768522827836,-0.5937091543966406,0.3913732786262524,0.17441035349712586,0.524317541428526,-0.043464037450218145,-0.2532333626491918,-0.2042189208104581,-0.10511605553563405,0.36875533018818,-0.20445614297684084
performing general physical activities,1.7944701226142934,-0.26704750808749683,-0.05285613641098186,-0.2059278348938103,-0.2496587819367525,-0.1304365377898768,0.6672316347361973,-0.3128115364651346,0.2441091197998362,-0.18248130425832518,0.06619816850413768,-0.37796456091773245,0.05620296541252563,0.28964489269410426,0.2227256128800984,0.013882190992037292,-0.007903062539448731,-0.6752207596371004,0.23949840196293784,0.22778255671840084,-0.16319706846584595,0.1833184314793442,-0.04834432653040044,0.24017507671982555,0.37073793488022305
peripheral vision,1.5720875270946681,-0.08549837470528728,-0.06035633828180561,-0.1445366532657128,-0.007247600874238511,-0.012103925291977465,0.21406177823601874,-0.2193173664198433,0.18493266754651802,0.07463885350919493,-0.08782150416204638,0.06879905638781758,0.035616859237229626,-0.039066831229883955,0.06345938245688311,-0.1551027602773731,-0.16933450583918835,-0.02370590084232461,0.042810810787060054,0.10358507304469206,-0.06313084502543125,0.03388491669829038,0.1782987249860782,-0.02019915994095281,0.03151796400675566
persistence,0.17744132583418715,0.04689105798410552,0.05476192791881339,-0.03272187608797795,0.05743939073083047,-0.001457972185080876,0.018221188049531763,-0.019495657114857172,0.032680630432159824,-0.06079968147789656,0.028911085281965926,0.021698795264829852,-0.00885212273609302,-0.04322538869106685,-0.03187837211943585,0.3461630392850389,0.11222895992066642,0.4407093090727163,0.0706592056311081,-0.09054857435969345,0.03938218721655887,0.0017496500766396202,-0.009955534386375413,-0.036523806144235976,0.047440219285473866
personnel and human resources,-2.304317487216397,0.08607589597507333,-0.10445472576646353,-0.13525890564702808,0.10994916053114089,-0.013008622930533245,0.01655484916210379,0.06311321999876485,0.2336559893404345,-0.15170586451322376,0.130653840980766,0.24683218279165875,-0.1517213465188334,-0.00043927348139386445,0.20566341172842725,-0.22512934058849599,-0.13003776380202106,0.011553908902687685,0.09548758154358716,0.6295031325931478,0.13567195147446987,0.07231948272714107,0.07144868587170776,0.04057581516964852,0.07107688666823128
persuasion,-0.12336095530494928,0.018625729089055656,0.04908679151905124,0.06909561854362971,-0.03836143008221745,-0.006372735910587665,0.011686212335154579,-0.00916030077237764,0.12603660678586745,-0.04368212290191394,0.1516641336435182,0.5253178184515802,0.24581889347592265,-0.09150627337667863,0.042440162264668325,0.034034775055643764,-0.04779390157204714,0.04400528129756087,0.015987657316600838,-0.061198506758141,0.08914457784320981,-0.05028720697540687,-0.032658036562700374,-0.06348177596664728,0.003546512941561277
philosophy and theology,-3.319584420087567,-0.11834558245252604,0.22914726712594244,0.2661202491097023,0.05851603394210729,-0.30201522906109923,0.07379588629148111,0.16360516826057098,0.1763684067912698,0.22182642541450678,0.13179677512697557,-0.13855030846010669,0.20829347083481814,-0.30601057186365194,0.13338454715300785,0.032491282566413295,0.32575872599036493,0.06845648476012417,0.2895502110698242,-0.052517071076610744,-0.042898548650352974,0.09640859260815754,0.12250006394062804,-0.13109278078692,-0.2887430352873591
physical proximity,1.1813324225694721,-0.3129752113725435,-0.06192707270673374,0.03456542010847306,-0.020629966246099037,-0.112355578388565,0.5847389563218426,-0.36813184869365934,0.13020923558152522,-0.16686058347987948,0.2623151158361526,-0.3799740614099641,0.336527505868098,0.48506532531214785,0.04920085067685781,-0.31255337188532273,0.6905330639376288,0.0632437015423534,0.016411800058579805,-0.1061754576665986,-0.030185160766295824,0.08102468109147173,-0.42299057428641657,0.0072347266902604715,0.11175196669413037
physics,2.20906394152561,-0.27403098876698784,0.21937173845381513,-0.30898455586034923,0.3611281739274868,0.4776687699279765,0.6915394923468658,-0.27980157065804967,0.6508129124274998,-0.15154203412211004,-0.4435454758697285,-0.2654920875571184,-0.4646866928094918,0.4873838513743295,-0.024153613612620695,0.004896492298260464,-0.12603781907271772,-0.3084562987188465,-0.2313615426525954,0.09968196396449464,-0.01039037990449937,0.09136548057723139,-0.7220646888399207,0.345597433722958,0.44534481805783793
problem sensitivity,0.980113334994487,-0.044737547775123114,-0.08186573341020689,0.054834954929873315,0.3113024747855837,-0.04365794158215555,0.3262422147918016,0.004622763444842561,0.050729765028854665,-0.11864543324777653,-0.033557839426047856,-0.011908737744455944,0.1751118538123206,0.24127792298070114,0.05694088975957434,-0.02997623211401257,0.14175228159292164,-0.051895253898359035,-0.08072603678558328,0.01910722624731058,0.08954966277267537,-0.08976249486148517,-0.1241260703563869,0.05801534145689982,0.01882136113287461
processing information,0.9823379020113521,0.5679170707914768,-0.027151225986855057,-0.16653302217945615,0.035479017226150114,0.06659369616888089,0.016132397033124687,-0.19137357170083252,0.05706853739528548,0.049327313050944774,-0.02224054772495967,-0.035693640331914564,-0.02679487040885707,0.29946005944365,-0.011730373677997048,-0.0978682860029018,0.022234061559493465,0.11687665898556995,0.013728702494073285,-0.057049230842277615,-0.03146138465626863,-0.04013011699918034,0.10710302745420164,0.03456338391613693,0.041937465794039515
production and processing,6.093202496853014,0.004902436989083864,0.002754998708285168,-0.46781323236929356,0.19018701832412682,0.19467478030831625,0.23652999240242484,-0.1738799575074888,-0.13803144195174638,-0.25493246029340044,-0.13607992888961642,0.1768617590800803,-0.37291431168737815,-0.039901683286788295,-0.31861061153617365,0.09040667449805881,-0.13624070696599022,-0.21813873591533048,-0.29580900343437844,0.3929475717677731,0.09799456859346709,0.06684794663194997,0.04591877490092494,0.1547030469046723,0.07449463088097068
programming,4.139150255312636,0.12434371812375328,0.17179068251800617,-0.053299210868293624,0.32837999431378684,0.1594832383762104,-0.08310179488717169,-0.20674337180895813,-0.43268396432559486,0.027880815507875002,-0.18697680292635188,-0.16377267623441447,0.034384586313322946,-0.002486381410052932,-0.26452968373133995,0.17321371073816705,0.006961314258976128,-0.086973880564462,-0.09043620441534297,-0.02365146350257353,0.14013686326749167,-0.053205804860574205,0.11767484691720614,0.023121742947865807,-0.2140089323669921
psychology,-6.71851215867313,-0.3035901339025928,0.04425665651144248,0.15282721954001785,0.3649164671217038,-0.17448190795373386,0.2729295002359399,0.18240761038037065,0.1518484351519881,0.07468742104337162,0.5370528999444233,-0.15987550437165254,0.5322952998194916,0.05666057073410587,0.10920754076949608,0.06300044689429145,0.9078009787061067,0.10729104769131712,0.2687700463940557,-0.13402296055429525,0.11753750293436092,0.08004755335892715,-0.21445284367267414,-0.25489758781460864,-0.4031202786020299
public safety and security,0.8504504295407791,-0.07627630484135238,-0.05399682030300426,-0.29261017064078243,0.2297207963192796,-0.10448105651106415,0.4862150417799916,-0.12231939502947332,0.32239363677772004,-0.0799377561720247,-0.2495249909945195,0.10889861901138378,-0.08973024666028147,0.20387255610331617,0.18958841886093547,-0.3321695926476937,0.18371889741516295,-0.5175029519437702,0.01875841592662081,0.5499171602481677,-0.1758782931197415,0.09742910780729212,0.15133584696915095,0.19649660863199928,-0.11399840759399166
public speaking,-1.0594575996449982,0.040912412175373274,0.35000041267645265,0.1138793303837423,-0.06949515913041776,0.05228355649240213,-0.1860296981075607,0.039306229093176874,0.6611612833833679,0.12872449798334673,-0.15432684496039079,0.019638508852734667,-0.32524918814818427,-0.4040031624910401,-0.049890911881076534,-0.27346509560700377,-0.15255015314788897,0.23874904592763274,0.014934965627758763,0.48387006481961037,-0.15743507292204784,0.45122678447361253,0.1871097352558833,-0.1058961134669733,0.10035451998696991
quality control analysis,4.955452173579554,-0.04705325403914423,-0.07276112037668042,-0.15630988494725306,0.37115188415279476,-0.012375020864792807,0.5152302873856113,-0.26476390549429746,-0.06113601572563561,-0.27573123686400713,-0.3676686444430883,-0.23223245201602796,-0.2162639650084186,0.3062159276621893,-0.14425704924397795,0.08794214687074345,0.025994378048948413,-0.41891193954188854,-0.2870227618998628,0.13162634041724997,0.03441299338223114,0.050260342945781744,0.012232264147761728,0.29175747045428085,0.16567996285054912
rate control,2.536495570086567,-0.1479720448780936,-0.18798798312732568,-0.18116504873004155,0.1124983308631958,-0.01055166012798478,0.39715531265685866,-0.34715133936121756,0.17646903971304276,-0.1002170678407898,-0.13212057629386287,-0.1274368944684274,-0.02379484428865035,0.24670115349044003,-0.11304823048297362,0.024636808328905427,-0.06121989675578089,-0.09887199955346426,-0.013860933015198404,0.04325077115328371,-0.10085870532535163,0.1110035694641878,0.005375885757997134,0.03892389488125833,0.2654931678047602
reaction time,2.185749639857024,-0.17417009899582683,-0.1813523638678503,-0.19895284823879214,0.19238172132663756,-0.0536530245152885,0.5166653353145692,-0.41254767916750745,0.20134310114271115,-0.13965417715414652,-0.095588726543335,-0.14873693538755262,0.11580694842436334,0.18671891934900256,-0.07153506854216857,-0.04803394486174361,0.015489466990650763,-0.15559588978525615,0.06947523798365071,0.021994624199792943,-0.04826882360659833,0.11150217853433603,0.044732014615796296,0.0023535751510577047,0.16235421736389785
reading comprehension,1.0072046489160895,0.033576923387551506,-0.01672926906818667,0.12214422198736256,0.10373487065114621,-0.004679918462553223,-0.004211891099902637,0.44288857504590357,0.06276669924791337,0.04174858671551307,-0.04938666905949994,0.0125966088315949,-0.09651231938566691,-0.002270794809157081,0.04796898637936889,0.021408933044912645,0.008307142873566369,0.0056989510339249,-0.012207459104890385,-0.047384321362715656,0.009740782491865212,-0.0151852118047194,0.014821521396148278,0.00581863982889864,0.0859341937445
repairing,4.372746283510572,-0.09775938702837927,-0.05092602881814426,0.0018774020577618233,0.09170181245375632,0.012853987460337168,0.1549397918313094,-0.31699555867803275,-0.1330514217183464,-0.09761485714030602,-0.1904867849137443,-0.06302919646478905,-0.25491023140767105,0.11470590908765446,-0.10652844731959421,0.06595058553679492,-0.0027654544022406996,-0.13268185333245153,-0.11149449722105215,-0.11716622409974066,-0.059963207140087176,0.11819137521964122,0.01141250678071426,0.07622106507854128,0.3545911397384006
repairing and maintaining electronic equipment,5.429782070738966,-0.11625539061493317,-0.017689282036510934,-0.20983305494610563,0.260698343189796,-0.04840447700479775,0.30969341410960993,-0.35073802938143667,0.008045930505155622,-0.15479675705450957,-0.4842860087240142,-0.11162003365068439,-0.2244398577494528,0.38973970153106074,-0.2460818152600544,0.10488015254324116,0.06589372042068209,-0.35783165167091696,-0.18255397254352823,-0.029516972061627685,-0.1059176168382773,0.16273959042217018,0.038400269368894895,0.16861644452438426,0.3078672351980528
repairing and maintaining mechanical equipment,4.499223965978695,-0.06534049859508884,-0.08717321211753445,-0.22673586096741777,0.1498086821373795,-0.021193036713273314,0.4054503995796296,-0.43386571147579167,0.07942464305809539,-0.1817500896975498,-0.2690268724637927,-0.09759124362007374,-0.26328889156406327,0.12010418555473083,-0.039113141783936066,0.09869270128213153,-0.03233573543747703,-0.36401390118466254,-0.07073833500449349,-0.021009801236986012,-0.14799110356515086,0.23997670103225546,-0.00704289121775527,0.2632254473560914,0.3473504345466509
resolving conflicts and negotiating with others,-0.907822381821251,0.027848050129233467,-0.06092298372518279,-0.031900981721600316,0.021473106689077065,-0.03567058065297585,-0.006679148007633161,-0.1942422610908573,0.11163554696378311,0.05643207287605766,0.32131589198144506,0.6715037938157074,0.07442692369062755,-0.06427592239963456,-0.00019824824550665693,-0.24534157719286032,0.32251562804881645,-0.15516370557018347,0.05956574930911236,0.058571541098803685,0.09722516188212756,-0.08579159212952225,0.24954901315960976,0.22687210539206829,-0.18957226211598716
response orientation,1.2786113035244333,-0.15995565427922834,-0.19045682938331063,-0.1562897625005136,0.09629808509742743,-0.09218105319830791,0.5049930080721327,-0.32097306535051495,0.17248350273474702,-0.14385067726752687,-0.08575373409324075,-0.15830165309068123,0.18699089539092967,0.2697198042576415,-0.02335953583213902,-0.07538927712130469,0.05711854003212051,-0.0753668262528796,0.1231901920003724,-0.006190673739376047,-0.06221489090602278,0.05400064236759263,0.030517067661716704,0.026425534043703274,0.13050775092535144
responsibility for outcomes and results,0.6122911349152642,-0.011750833362852146,-0.14038589433152265,0.024654952714576954,0.13876093838769374,0.017096837407384782,0.13355493682119493,-0.08998053690050871,0.06844924989436847,-0.32109197140149576,-0.048434943847443006,-0.128770993558689,0.028311347211078065,0.4037568528759314,-0.1010086591553377,0.06803596344493484,-0.11144519762371523,-0.002747377099520401,-0.12710805222001217,0.4777835354339376,0.1075245258325131,-0.10422036718369948,-0.2502649073053595,0.3611080753258398,0.4362835416315033
responsible for others' health and safety,0.2926595246209436,-0.21596521904434438,-0.24269697726533454,-0.017331114159320843,0.36566284766994267,-0.138033791833486,0.8745843821176186,-0.36761224476432575,0.40491812570966057,-0.4164563132928044,-0.20143339279663686,-0.11138069062979358,-0.06988122099150493,0.33642599700850645,0.384232322182593,-0.14049099714455848,0.05802882414825154,-0.5254058089422197,-0.10801196319514747,0.46420321118271135,-0.05628599024351819,0.3200346740057078,-0.3826989567839413,0.3763736439548832,0.3117669630864475
sales and marketing,0.7853552688933731,-0.20390275990601076,0.1716064246915263,-0.16223411708421198,-0.44771230555224584,0.25462805130533533,-0.12269694445200713,-0.03422278399277642,0.29723389940912676,-0.29841758921015005,0.5964870020200795,0.18124431566875757,-0.09682117803613685,0.2586563748310092,-0.1773849694362814,0.2637721717526746,-0.29347692454198593,0.17854685752672966,-0.029094843904560498,0.2559839480036454,0.3297777215595624,-0.391042628526988,-0.1717444269744422,0.058577133832419616,-0.02284429568906717
scheduling work and activities,-0.335327176982267,-0.09251859340892828,0.17557454251596888,-0.13142827883256974,-0.025645827243888773,-0.005270557630084466,0.0889689891760161,0.05151536822514612,0.16485744011958148,-0.03879780627272495,0.03634175940084254,-0.02155358896221247,0.07927345292427042,0.06898941614974935,0.05419939882043924,-0.2467284903044318,-0.08393572483977098,-0.12331166245322697,0.13349156146326566,0.06527982648410198,0.022749529878201565,0.037503289304327475,0.4516455083353762,0.2953159474682169,0.09497387323308865
science,-2.286543250610378,-0.24895579796030332,-0.13589529228564023,0.23437295621343024,0.7513873110838203,0.172627653759167,0.7603289363807285,-0.016822085574816903,0.47466041117841007,-0.005633052057737675,-0.24098147752323135,-0.5028757843847185,-0.18659058298279668,0.8096425848960968,0.23674863479421612,-0.21772515284532487,-0.16887004181013615,-0.2268316206555937,0.2879911766392682,-0.14947019301434233,0.018978969417697167,0.07177562530175736,-0.5726324818422911,0.3448916845766368,-0.11044315088991116
selective attention,1.9133426329188552,-0.004249487973122666,0.02147153336103442,0.022471126334340827,0.07326532977357576,-0.03521912553365798,0.28902692415573045,-0.06668044042749278,-0.07486365203880206,-0.03410276823203564,-0.009257126126818397,0.015084515828766236,-0.043998803093501966,0.1249016798200774,-0.04845970250780163,-0.04551765888612803,0.0924684600353161,0.0036975243093635528,0.008570512320176936,-0.06009121638836718,-0.0448396608667878,-0.0028181209671571754,-0.04040700466260843,0.004804832161330971,0.24552614143529963
selling or influencing others,0.5755562277559871,0.027607372584861494,0.1475214410032712,-0.1661688886849083,-0.19732799770691106,0.04621250395471718,-0.13968308450761022,-0.1576056093133442,0.34783066965895376,-0.09633007243531178,0.5983578318361369,0.3165765248181932,0.005289583737957487,-0.10033015798794152,-0.04794233837559092,0.11843604733065817,-0.25877112144114733,0.09525590031009228,-0.08118899996905796,0.042448772379799535,0.37689372160681517,-0.24305813438920407,-0.02034273807390234,0.1129524974205013,-0.13919045102616823
service orientation,-1.1893343832553098,-0.1746955665252495,-0.022078642520877864,0.16172600287632846,-0.05723075927578107,-0.024687967305260662,0.16024478595513517,-0.02714471767120638,0.09158035854129298,-0.1109670950649652,0.21193794759840515,0.17940297843734757,0.38984276502368065,0.17777051632067353,0.152801068863925,0.0026433820864729565,0.2379386847736817,-0.10508003070516121,0.1465926842022214,-0.1895456090012277,0.15263537251707324,0.047973222067465134,-0.11330627081341274,-0.07230484242885844,0.0026370931112407302
social orientation,-1.7841078584954237,-0.1456558378861677,0.017099268453061978,0.05847505904669206,-0.1768177200813697,-0.016147177198589824,0.03245428212288923,0.0394362225015982,0.024365505751085693,0.03883907419599891,0.3452837544261339,-0.04257064443592729,0.11362405431788719,0.10060829960617461,-0.011545362243694457,-0.1493834728656891,0.7265700115566208,0.01283775272971845,0.21505314351253424,0.24466922454776724,-0.011155664590392508,0.0056395563501246745,-0.08351477987010333,0.002865036728467999,-0.03188699855265813
social perceptiveness,-1.3585787337181303,-0.0758941419661861,0.013891373856517286,0.08424119668639246,0.05034241258985713,-0.10340145913762526,0.13307095357359341,0.06520941996786621,0.17543651004584956,-0.01631358403301901,0.2697456195002121,0.16354026953823722,0.48217466031880557,0.02339682648553979,0.052219252584124874,-0.0015170708571149872,0.21404817866742673,-0.029071893198132193,0.16778424485671098,-0.10788606615980215,0.04483915200995408,-0.004019442591616497,-0.17964471274634647,-0.07608850027095793,-0.026659249301991286
sociology and anthropology,-4.7636062956353715,-0.013118123908656111,0.24610744172750348,0.14487065946854802,0.09670520087039228,-0.34487962499870073,0.0938831099841312,0.3081321523118181,0.07503234433049455,0.3901847782196338,0.36765142019988506,-0.1382489948607365,0.39545171559881137,-0.3276997456887517,0.09719294337303896,0.14990108771910546,0.4879157952185941,0.07540968875811513,0.20119124894117182,-0.1691501465441101,-0.06190447849160825,0.13582840277355113,0.07239091488535888,-0.20113304178316696,-0.3969546218637673
sound localization,1.637778984307146,-0.1017931984889144,-0.03400763799671708,-0.13711856843497355,-0.0042454120038954365,-0.018141043122310612,0.22619855127730448,-0.18996620700036226,0.1001507053860004,0.08780339302021767,-0.007119969745081659,0.05938513300735668,0.06231702940725034,-0.0632964631972976,0.11477616566966908,-0.20319403784863502,-0.1711945257070141,0.011819916487159698,0.05508068939073966,0.06689651288001634,-0.09420701456857282,0.04414073618025709,0.11501131316240862,0.00274219471372105,0.004679477104788534
